chrom	length	bases	mean	min	max
1	41732233	1891161194	45.32	0	16243
2	47849963	1950913219	40.77	0	29929
3	50382502	1761983775	34.97	0	16964
4	39677845	1511383942	38.09	0	5386
5	46702114	1769944034	37.90	0	19732
6	36371416	1541910089	42.39	0	11687
7	35460007	1816905228	51.24	0	41821
8	40988899	1351640418	32.98	0	17635
9	56381885	2241088432	39.75	0	8389
ML552055	47661	101290	2.13	0	36
ML552056	46909	1584796	33.78	0	259
ML552057	40232	11382695	282.93	0	15555
ML552058	28202	4561744	161.75	0	2823
ML552059	21634	997262	46.10	0	766
total	395731502	15855558118	40.07	0	41821
