chrom	length	bases	mean	min	max
1	41732233	2056868513	49.29	0	26658
2	47849963	1845700912	38.57	0	25032
3	50382502	1777630516	35.28	0	15737
4	39677845	1507423675	37.99	0	5197
5	46702114	1859111912	39.81	0	22126
6	36371416	1442028064	39.65	0	36189
7	35460007	1745157081	49.21	0	31453
8	40988899	1424635987	34.76	0	23887
9	56381885	2267378424	40.21	0	8801
ML552055	47661	89827	1.88	0	23
ML552056	46909	1571588	33.50	0	279
ML552057	40232	7044856	175.11	0	2970
ML552058	28202	3850790	136.54	0	2492
ML552059	21634	1089823	50.38	0	876
total	395731502	15939581968	40.28	0	36189
