chrom	length	bases	mean	min	max
1	41732233	1413677970	33.87	0	23848
2	47849963	1451393470	30.33	0	24056
3	50382502	1416817371	28.12	0	24451
4	39677845	1353990022	34.12	0	27425
5	46702114	1567873150	33.57	0	30850
6	36371416	1113077664	30.60	0	29272
7	35460007	1505141572	42.45	0	34427
8	40988899	1157771042	28.25	0	24951
9	56381885	2283423023	40.50	0	27563
ML552055	47661	180324	3.78	0	27
ML552056	46909	970784	20.70	0	120
ML552057	40232	11258203	279.83	0	15976
ML552058	28202	3266125	115.81	0	2542
ML552059	21634	167624	7.75	0	163
total	395731502	13279008344	33.56	0	34427
