chrom	length	bases	mean	min	max
1	41732233	1545086846	37.02	0	35535
2	47849963	1527410135	31.92	0	25037
3	50382502	1534340770	30.45	0	25936
4	39677845	1370327064	34.54	0	28739
5	46702114	1582000647	33.87	0	27434
6	36371416	1302935585	35.82	0	31366
7	35460007	1611991554	45.46	0	42850
8	40988899	1318590972	32.17	0	26436
9	56381885	2468354334	43.78	0	28107
ML552055	47661	114293	2.40	0	37
ML552056	46909	1439633	30.69	0	272
ML552057	40232	5041934	125.32	0	2113
ML552058	28202	4667794	165.51	0	3660
ML552059	21634	1048848	48.48	0	1581
total	395731502	14273350409	36.07	0	42850
