chrom	length	bases	mean	min	max
1	41732233	1312959670	31.46	0	21221
2	47849963	1396990327	29.20	0	25161
3	50382502	1311184345	26.02	0	17632
4	39677845	1147838826	28.93	0	19054
5	46702114	1356413575	29.04	0	16924
6	36371416	1103931540	30.35	0	20947
7	35460007	1346584277	37.97	0	38478
8	40988899	1016911603	24.81	0	18113
9	56381885	1993240785	35.35	0	19291
ML552055	47661	61977	1.30	0	20
ML552056	46909	918495	19.58	0	130
ML552057	40232	12720295	316.17	0	14535
ML552058	28202	4200955	148.96	0	3469
ML552059	21634	802017	37.07	0	718
total	395731502	12004758687	30.34	0	38478
