chrom	length	bases	mean	min	max
1	41732233	2067928345	49.55	0	28127
2	47849963	1787501006	37.36	0	7939
3	50382502	1870841578	37.13	0	14812
4	39677845	1492851524	37.62	0	5430
5	46702114	1842523903	39.45	0	18034
6	36371416	1430012724	39.32	0	13335
7	35460007	1936300667	54.61	0	41636
8	40988899	1391403769	33.95	0	11551
9	56381885	2288920191	40.60	0	8180
ML552055	47661	487386	10.23	0	79
ML552056	46909	1654453	35.27	0	278
ML552057	40232	15004854	372.96	0	22038
ML552058	28202	4890010	173.39	0	3243
ML552059	21634	1107170	51.18	0	1343
total	395731502	16131427580	40.76	0	41636
