chrom	length	bases	mean	min	max
1	41732233	1313533331	31.48	0	27944
2	47849963	1415401242	29.58	0	19942
3	50382502	1304257583	25.89	0	20900
4	39677845	1147553371	28.92	0	20848
5	46702114	1334786881	28.58	0	32717
6	36371416	1019647804	28.03	0	24255
7	35460007	1392337446	39.27	0	22488
8	40988899	1103569953	26.92	0	21517
9	56381885	2039054415	36.17	0	22574
ML552055	47661	159392	3.34	0	28
ML552056	46909	749281	15.97	0	72
ML552057	40232	6619807	164.54	0	7250
ML552058	28202	5380628	190.79	0	4085
ML552059	21634	962138	44.47	0	1441
total	395731502	12084013272	30.54	0	32717
