chrom	length	bases	mean	min	max
1	41732233	1485428455	35.59	0	33756
2	47849963	1725607046	36.06	0	23591
3	50382502	1633211948	32.42	0	12928
4	39677845	1322193404	33.32	0	4981
5	46702114	1613098434	34.54	0	22448
6	36371416	1383000933	38.02	0	14130
7	35460007	1555852429	43.88	0	24878
8	40988899	1298473608	31.68	0	9405
9	56381885	2096955853	37.19	0	5645
ML552055	47661	121208	2.54	0	42
ML552056	46909	962487	20.52	0	148
ML552057	40232	8419319	209.27	0	8274
ML552058	28202	4144786	146.97	0	3139
ML552059	21634	1120059	51.77	0	1713
total	395731502	14128589969	35.70	0	33756
