chrom	length	bases	mean	min	max
1	41732233	1425345328	34.15	0	30099
2	47849963	1382789479	28.90	0	23066
3	50382502	1391469755	27.62	0	23791
4	39677845	1256903200	31.68	0	28846
5	46702114	1454576043	31.15	0	26985
6	36371416	1198898548	32.96	0	32436
7	35460007	1388851206	39.17	0	36424
8	40988899	1187758689	28.98	0	24579
9	56381885	2265365234	40.18	0	27204
ML552055	47661	110482	2.32	0	40
ML552056	46909	940271	20.04	0	128
ML552057	40232	10394908	258.37	0	12926
ML552058	28202	2633941	93.40	0	2130
ML552059	21634	953169	44.06	0	1436
total	395731502	12966990253	32.77	0	36424
