chrom	length	bases	mean	min	max
1	41732233	1188241587	28.47	0	25926
2	47849963	1136113887	23.74	0	24451
3	50382502	1149064465	22.81	0	25864
4	39677845	1056489010	26.63	0	26470
5	46702114	1194497006	25.58	0	24704
6	36371416	989850104	27.22	0	28823
7	35460007	1196690142	33.75	0	25767
8	40988899	947138596	23.11	0	26051
9	56381885	1987476383	35.25	0	27692
ML552055	47661	198936	4.17	0	46
ML552056	46909	1046904	22.32	0	198
ML552057	40232	3213938	79.89	0	1478
ML552058	28202	3557089	126.13	0	2712
ML552059	21634	749934	34.66	0	1140
total	395731502	10854327981	27.43	0	28823
