chrom	length	bases	mean	min	max
1	41732233	1820263644	43.62	0	19586
2	47849963	1723414436	36.02	0	21271
3	50382502	1631828697	32.39	0	12021
4	39677845	1304699644	32.88	0	7719
5	46702114	1633747366	34.98	0	14011
6	36371416	1352370123	37.18	0	6784
7	35460007	1651234093	46.57	0	20995
8	40988899	1281104754	31.25	0	5902
9	56381885	2040745502	36.20	0	9368
ML552055	47661	88336	1.85	0	31
ML552056	46909	1157972	24.69	0	215
ML552057	40232	10475448	260.38	0	16029
ML552058	28202	4048492	143.55	0	2082
ML552059	21634	19703	0.91	0	27
total	395731502	14455198210	36.53	0	21271
