chrom	length	bases	mean	min	max
1	41732233	1498739707	35.91	0	33732
2	47849963	1510635702	31.57	0	16520
3	50382502	1508182037	29.93	0	17067
4	39677845	1298335933	32.72	0	17265
5	46702114	1532038699	32.80	0	31006
6	36371416	1245716530	34.25	0	30703
7	35460007	1488998755	41.99	0	30955
8	40988899	1208786668	29.49	0	20158
9	56381885	2194889634	38.93	0	18444
ML552055	47661	297228	6.24	0	43
ML552056	46909	1394292	29.72	0	275
ML552057	40232	4464876	110.98	0	2138
ML552058	28202	3975319	140.96	0	3165
ML552059	21634	1071830	49.54	0	1585
total	395731502	13497527210	34.11	0	33732
