chrom	length	bases	mean	min	max
1	41732233	1820887135	43.63	0	32385
2	47849963	1918105819	40.09	0	32656
3	50382502	1818691644	36.10	0	18931
4	39677845	1526363665	38.47	0	18079
5	46702114	1804464469	38.64	0	18974
6	36371416	1497847901	41.18	0	20210
7	35460007	1588363837	44.79	0	18322
8	40988899	1469039647	35.84	0	18984
9	56381885	2633366528	46.71	0	20103
ML552055	47661	97458	2.04	0	33
ML552056	46909	1128590	24.06	0	71
ML552057	40232	11522273	286.40	0	21001
ML552058	28202	3068362	108.80	0	2434
ML552059	21634	8436	0.39	0	17
total	395731502	16092955764	40.67	0	32656
