chrom	length	bases	mean	min	max
1	41732233	1152721329	27.62	0	39241
2	47849963	1215297372	25.40	0	16629
3	50382502	1149751616	22.82	0	14746
4	39677845	1008416633	25.42	0	16678
5	46702114	1166493645	24.98	0	17985
6	36371416	878423184	24.15	0	18311
7	35460007	1088204486	30.69	0	15168
8	40988899	946845279	23.10	0	15225
9	56381885	1702168113	30.19	0	15627
ML552055	47661	920331	19.31	0	69
ML552056	46909	1057919	22.55	0	197
ML552057	40232	18555642	461.22	0	20553
ML552058	28202	2315443	82.10	0	1950
ML552059	21634	998859	46.17	0	1252
total	395731502	10332169851	26.11	0	39241
