chrom	length	bases	mean	min	max
1	41732233	1677355982	40.19	0	28773
2	47849963	1618612522	33.83	0	4288
3	50382502	1750644043	34.75	0	13075
4	39677845	1316278385	33.17	0	4652
5	46702114	1648195320	35.29	0	27276
6	36371416	1322348697	36.36	0	25288
7	35460007	1706863343	48.13	0	25881
8	40988899	1319975404	32.20	0	10408
9	56381885	2029391111	35.99	0	10893
ML552055	47661	218636	4.59	0	64
ML552056	46909	942435	20.09	0	107
ML552057	40232	9693527	240.94	0	7025
ML552058	28202	4770291	169.15	0	2917
ML552059	21634	962540	44.49	0	1202
total	395731502	14406252236	36.40	0	28773
