chrom	length	bases	mean	min	max
1	41732233	1530933280	36.68	0	46381
2	47849963	1489604477	31.13	0	22906
3	50382502	1534779172	30.46	0	24204
4	39677845	1324838869	33.39	0	25031
5	46702114	1550123452	33.19	0	27627
6	36371416	1152716091	31.69	0	27382
7	35460007	1586131400	44.73	0	41791
8	40988899	1179334720	28.77	0	24140
9	56381885	2354881428	41.77	0	25597
ML552055	47661	200079	4.20	0	43
ML552056	46909	967983	20.64	0	151
ML552057	40232	41721228	1037.02	0	43205
ML552058	28202	4449897	157.79	0	3704
ML552059	21634	1395672	64.51	0	1789
total	395731502	13752077748	34.75	0	46381
