chrom	length	bases	mean	min	max
1	41732233	1427336103	34.20	0	26480
2	47849963	1545259780	32.29	0	13131
3	50382502	1481636143	29.41	0	8251
4	39677845	1166422389	29.40	0	7673
5	46702114	1475237905	31.59	0	17370
6	36371416	1244417970	34.21	0	9102
7	35460007	1309147355	36.92	0	8122
8	40988899	1114555537	27.19	0	7586
9	56381885	1984212088	35.19	0	8546
ML552055	47661	137927	2.89	0	52
ML552056	46909	1457098	31.06	0	324
ML552057	40232	4608644	114.55	0	4898
ML552058	28202	2527650	89.63	0	1946
ML552059	21634	580218	26.82	0	925
total	395731502	12757536807	32.24	0	26480
