chrom	length	bases	mean	min	max
1	41732233	1234513559	29.58	0	34898
2	47849963	1316008619	27.50	0	28460
3	50382502	1274332444	25.29	0	17531
4	39677845	1131629955	28.52	0	19292
5	46702114	1313609927	28.13	0	17455
6	36371416	1127438817	31.00	0	21635
7	35460007	1236391652	34.87	0	25520
8	40988899	1017460282	24.82	0	18014
9	56381885	1894200554	33.60	0	19266
ML552055	47661	57409	1.20	0	29
ML552056	46909	742468	15.83	0	79
ML552057	40232	25269821	628.10	0	29635
ML552058	28202	2932338	103.98	0	2289
ML552059	21634	1133671	52.40	0	1238
total	395731502	11575721516	29.25	0	34898
