chrom	length	bases	mean	min	max
1	41732233	1126772530	27.00	0	23563
2	47849963	1160224759	24.25	0	9434
3	50382502	1167938340	23.18	0	10089
4	39677845	945043774	23.82	0	1609
5	46702114	1157009783	24.77	0	30849
6	36371416	869521366	23.91	0	9419
7	35460007	1149132316	32.41	0	25821
8	40988899	914565295	22.31	0	14174
9	56381885	1375428398	24.39	0	9134
ML552055	47661	188032	3.95	0	47
ML552056	46909	736465	15.70	0	77
ML552057	40232	5084167	126.37	0	5795
ML552058	28202	2930676	103.92	0	1361
ML552059	21634	87370	4.04	0	164
total	395731502	9874663271	24.95	0	30849
