chrom	length	bases	mean	min	max
1	41732233	1335639111	32.00	0	28910
2	47849963	1357196629	28.36	0	16794
3	50382502	1360585844	27.01	0	17346
4	39677845	1185445518	29.88	0	17018
5	46702114	1389540679	29.75	0	30195
6	36371416	1047210047	28.79	0	19581
7	35460007	1388263977	39.15	0	23736
8	40988899	1083014851	26.42	0	17892
9	56381885	2019572991	35.82	0	18887
ML552055	47661	274194	5.75	0	58
ML552056	46909	598366	12.76	0	91
ML552057	40232	6718921	167.00	0	7903
ML552058	28202	3880890	137.61	0	3076
ML552059	21634	910471	42.09	0	1344
total	395731502	12178852489	30.78	0	30195
