chrom	length	bases	mean	min	max
1	41732233	1845000529	44.21	0	24695
2	47849963	1639115474	34.26	0	11010
3	50382502	1702028659	33.78	0	13439
4	39677845	1350499883	34.04	0	4965
5	46702114	1705075412	36.51	0	28475
6	36371416	1354736645	37.25	0	36194
7	35460007	1837663636	51.82	0	37512
8	40988899	1245143906	30.38	0	25395
9	56381885	2080888341	36.91	0	9390
ML552055	47661	199825	4.19	0	70
ML552056	46909	1455417	31.03	0	241
ML552057	40232	6515778	161.96	0	2385
ML552058	28202	5752539	203.98	0	3621
ML552059	21634	913091	42.21	0	1172
total	395731502	14774989135	37.34	0	37512
