chrom	length	bases	mean	min	max
1	41732233	1404781341	33.66	0	27430
2	47849963	1224582995	25.59	0	3162
3	50382502	1253216864	24.87	0	12295
4	39677845	999088886	25.18	0	3567
5	46702114	1286322353	27.54	0	34035
6	36371416	966680375	26.58	0	23117
7	35460007	1235340824	34.84	0	24225
8	40988899	1001770212	24.44	0	21967
9	56381885	1524338113	27.04	0	4941
ML552055	47661	166324	3.49	0	24
ML552056	46909	1186738	25.30	0	190
ML552057	40232	5565270	138.33	0	2019
ML552058	28202	3009825	106.72	0	1543
ML552059	21634	855556	39.55	0	1118
total	395731502	10906905676	27.56	0	34035
