chrom	length	bases	mean	min	max
1	41732233	2041108512	48.91	0	29859
2	47849963	1782286209	37.25	0	5361
3	50382502	1787586179	35.48	0	16523
4	39677845	1427846465	35.99	0	5888
5	46702114	1814282908	38.85	0	30538
6	36371416	1440729598	39.61	0	41230
7	35460007	2012966896	56.77	0	26772
8	40988899	1399597220	34.15	0	8984
9	56381885	2202906089	39.07	0	7706
ML552055	47661	1342290	28.16	0	88
ML552056	46909	1197115	25.52	0	130
ML552057	40232	9495104	236.01	0	7580
ML552058	28202	7072371	250.78	0	4245
ML552059	21634	1054535	48.74	0	1360
total	395731502	15929471491	40.25	0	41230
