chrom	length	bases	mean	min	max
1	41732233	1707827609	40.92	0	22265
2	47849963	1640109429	34.28	0	31045
3	50382502	1618170599	32.12	0	14735
4	39677845	1309565740	33.00	0	4984
5	46702114	1624009391	34.77	0	16260
6	36371416	1292641623	35.54	0	9391
7	35460007	1518192326	42.81	0	20732
8	40988899	1165839301	28.44	0	9479
9	56381885	1941640659	34.44	0	6843
ML552055	47661	55679	1.17	0	23
ML552056	46909	1011658	21.57	0	132
ML552057	40232	11000292	273.42	0	3003
ML552058	28202	3420252	121.28	0	2238
ML552059	21634	4608728	213.03	0	2179
total	395731502	13838093286	34.97	0	31045
