chrom	length	bases	mean	min	max
1	41732233	1340822330	32.13	0	20383
2	47849963	1418396174	29.64	0	22448
3	50382502	1355698113	26.91	0	11686
4	39677845	1193934128	30.09	0	11804
5	46702114	1324160728	28.35	0	14703
6	36371416	1106042007	30.41	0	13656
7	35460007	1304415717	36.79	0	30298
8	40988899	1030261411	25.14	0	12142
9	56381885	1885610572	33.44	0	13120
ML552055	47661	64389	1.35	0	22
ML552056	46909	829950	17.69	0	47
ML552057	40232	12052551	299.58	0	8548
ML552058	28202	3642885	129.17	0	2685
ML552059	21634	3881416	179.41	0	1871
total	395731502	11979812371	30.27	0	30298
