chrom	length	bases	mean	min	max
1	41732233	1150887506	27.58	0	31263
2	47849963	1165085949	24.35	0	13156
3	50382502	1147582871	22.78	0	13778
4	39677845	1016935396	25.63	0	13874
5	46702114	1190217917	25.49	0	20259
6	36371416	1057071721	29.06	0	15164
7	35460007	1189703274	33.55	0	23698
8	40988899	973762037	23.76	0	16689
9	56381885	1790104340	31.75	0	14825
ML552055	47661	71235	1.49	0	21
ML552056	46909	1057382	22.54	0	200
ML552057	40232	3277441	81.46	0	1536
ML552058	28202	3698693	131.15	0	2902
ML552059	21634	763893	35.31	0	1114
total	395731502	10690219655	27.01	0	31263
