chrom	length	bases	mean	min	max
1	41732233	1557013560	37.31	0	24530
2	47849963	1615225225	33.76	0	37024
3	50382502	1723500538	34.21	0	20854
4	39677845	1326650583	33.44	0	13160
5	46702114	1583655891	33.91	0	45676
6	36371416	1277868186	35.13	0	15262
7	35460007	1513572934	42.68	0	24795
8	40988899	1220896098	29.79	0	13144
9	56381885	2156830772	38.25	0	14315
ML552055	47661	1172411	24.60	0	99
ML552056	46909	858936	18.31	0	98
ML552057	40232	12229998	303.99	0	5706
ML552058	28202	5419002	192.15	0	4147
ML552059	21634	1107489	51.19	0	1058
total	395731502	13996001623	35.37	0	45676
