chrom	length	bases	mean	min	max
1	41732233	1668425355	39.98	0	26496
2	47849963	1716626284	35.88	0	11006
3	50382502	1695171265	33.65	0	10726
4	39677845	1339764795	33.77	0	4887
5	46702114	1654120583	35.42	0	18693
6	36371416	1498162216	41.19	0	9441
7	35460007	1758209097	49.58	0	25552
8	40988899	1332259354	32.50	0	11485
9	56381885	2037342670	36.13	0	10364
ML552055	47661	254385	5.34	0	65
ML552056	46909	1177467	25.10	0	141
ML552057	40232	9904274	246.18	0	7572
ML552058	28202	5155188	182.80	0	3264
ML552059	21634	1134656	52.45	0	1438
total	395731502	14717707589	37.19	0	26496
