chrom	length	bases	mean	min	max
1	41732233	1484345991	35.57	0	31127
2	47849963	1441715640	30.13	0	21389
3	50382502	1457208382	28.92	0	21833
4	39677845	1285074702	32.39	0	25222
5	46702114	1498525678	32.09	0	28539
6	36371416	1273060629	35.00	0	45469
7	35460007	1377847976	38.86	0	29318
8	40988899	1188960655	29.01	0	22682
9	56381885	2253963660	39.98	0	24462
ML552055	47661	98438	2.07	0	34
ML552056	46909	1354478	28.87	0	260
ML552057	40232	4428737	110.08	0	2068
ML552058	28202	2273240	80.61	0	1857
ML552059	21634	1054548	48.74	0	1514
total	395731502	13269912754	33.53	0	45469
