chrom	length	bases	mean	min	max
1	41732233	844901830	20.25	0	21115
2	47849963	859942021	17.97	0	17020
3	50382502	836459911	16.60	0	11066
4	39677845	702458035	17.70	0	11862
5	46702114	815038758	17.45	0	11051
6	36371416	689988552	18.97	0	14059
7	35460007	850935579	24.00	0	22110
8	40988899	650688780	15.87	0	11637
9	56381885	1233322471	21.87	0	12551
ML552055	47661	631399	13.25	0	40
ML552056	46909	511965	10.91	0	35
ML552057	40232	9877986	245.53	0	17882
ML552058	28202	3304806	117.18	0	2582
ML552059	21634	10405	0.48	0	27
total	395731502	7498072498	18.95	0	22110
