chrom	length	bases	mean	min	max
1	41732233	1359366073	32.57	0	32066
2	47849963	1349936862	28.21	0	14508
3	50382502	1391334506	27.62	0	15177
4	39677845	1176784416	29.66	0	14821
5	46702114	1401045172	30.00	0	24237
6	36371416	1140644852	31.36	0	44550
7	35460007	1408736138	39.73	0	42511
8	40988899	1089265235	26.57	0	19350
9	56381885	1995249153	35.39	0	16617
ML552055	47661	206240	4.33	0	43
ML552056	46909	1234960	26.33	0	245
ML552057	40232	4181478	103.93	0	1781
ML552058	28202	3828166	135.74	0	3103
ML552059	21634	887822	41.04	0	1381
total	395731502	12322701073	31.14	0	44550
