chrom	length	bases	mean	min	max
1	41732233	1288101226	30.87	0	21646
2	47849963	1345029076	28.11	0	26740
3	50382502	1382675305	27.44	0	20199
4	39677845	1171243323	29.52	0	21282
5	46702114	1322629910	28.32	0	20002
6	36371416	1084692260	29.82	0	23219
7	35460007	1291067887	36.41	0	20935
8	40988899	1167518510	28.48	0	20818
9	56381885	2042738102	36.23	0	22138
ML552055	47661	953424	20.00	0	50
ML552056	46909	784049	16.71	0	42
ML552057	40232	7376521	183.35	0	2435
ML552058	28202	2903683	102.96	0	2274
ML552059	21634	3765973	174.08	0	1663
total	395731502	12111479249	30.61	0	26740
