chrom	length	bases	mean	min	max
1	41732233	1327658267	31.81	0	16325
2	47849963	1230543866	25.72	0	16397
3	50382502	1232690982	24.47	0	16910
4	39677845	1143115561	28.81	0	16669
5	46702114	1273802742	27.28	0	24281
6	36371416	1047939328	28.81	0	39632
7	35460007	1333004881	37.59	0	23301
8	40988899	1040062214	25.37	0	17973
9	56381885	1896414940	33.64	0	18172
ML552055	47661	64485	1.35	0	27
ML552056	46909	697523	14.87	0	69
ML552057	40232	6543725	162.65	0	6584
ML552058	28202	4210807	149.31	0	3438
ML552059	21634	838485	38.76	0	824
total	395731502	11537587806	29.16	0	39632
