chrom	length	bases	mean	min	max
1	41732233	2140370166	51.29	0	23121
2	47849963	1885065432	39.40	0	6742
3	50382502	1943181456	38.57	0	17196
4	39677845	1632508743	41.14	0	10023
5	46702114	1952045327	41.80	0	29202
6	36371416	1565276545	43.04	0	34229
7	35460007	1906939413	53.78	0	40947
8	40988899	1507019029	36.77	0	13515
9	56381885	2396802482	42.51	0	10404
ML552055	47661	802803	16.84	0	113
ML552056	46909	1715857	36.58	0	293
ML552057	40232	13496512	335.47	0	22103
ML552058	28202	4184024	148.36	0	2523
ML552059	21634	26251	1.21	0	36
total	395731502	16949434040	42.83	0	40947
