chrom	length	bases	mean	min	max
1	41732233	1757596666	42.12	0	30833
2	47849963	1755967584	36.70	0	9294
3	50382502	1748766374	34.71	0	10521
4	39677845	1447068386	36.47	0	3799
5	46702114	1755313153	37.59	0	34839
6	36371416	1414600055	38.89	0	42472
7	35460007	1587901801	44.78	0	12648
8	40988899	1375300751	33.55	0	9882
9	56381885	2136932419	37.90	0	11962
ML552055	47661	237302	4.98	0	51
ML552056	46909	982697	20.95	0	179
ML552057	40232	18159710	451.37	0	8747
ML552058	28202	2551046	90.46	0	1583
ML552059	21634	3295901	152.35	0	3709
total	395731502	15004673845	37.92	0	42472
