chrom	length	bases	mean	min	max
1	41732233	1682977745	40.33	0	35394
2	47849963	1695340506	35.43	0	18517
3	50382502	1728757870	34.31	0	18933
4	39677845	1467312290	36.98	0	18792
5	46702114	1747080024	37.41	0	28482
6	36371416	1537340811	42.27	0	20819
7	35460007	1741381945	49.11	0	30095
8	40988899	1451323230	35.41	0	21048
9	56381885	2492429352	44.21	0	20757
ML552055	47661	155006	3.25	0	68
ML552056	46909	1594819	34.00	0	294
ML552057	40232	5209533	129.49	0	2364
ML552058	28202	5493605	194.79	0	4162
ML552059	21634	1124199	51.96	0	1659
total	395731502	15557520935	39.31	0	35394
