chrom	length	bases	mean	min	max
1	41732233	1445462382	34.64	0	25558
2	47849963	1422733452	29.73	0	20585
3	50382502	1400287542	27.79	0	21937
4	39677845	1245179900	31.38	0	24060
5	46702114	1438702796	30.81	0	27600
6	36371416	1089797633	29.96	0	27034
7	35460007	1358072629	38.30	0	21821
8	40988899	1124284579	27.43	0	23696
9	56381885	2178590197	38.64	0	23259
ML552055	47661	217861	4.57	0	39
ML552056	46909	765391	16.32	0	138
ML552057	40232	4058279	100.87	0	2076
ML552058	28202	2641099	93.65	0	2189
ML552059	21634	1035005	47.84	0	1477
total	395731502	12711828745	32.12	0	27600
