chrom	length	bases	mean	min	max
1	41732233	1495492957	35.84	0	19067
2	47849963	1699423877	35.52	0	17658
3	50382502	1621900768	32.19	0	7362
4	39677845	1289637986	32.50	0	6599
5	46702114	1623002579	34.75	0	17154
6	36371416	1219205101	33.52	0	10399
7	35460007	1362780191	38.43	0	20350
8	40988899	1238876587	30.22	0	6988
9	56381885	2104771220	37.33	0	7262
ML552055	47661	117531	2.47	0	34
ML552056	46909	1662153	35.43	0	335
ML552057	40232	2545970	63.28	0	1168
ML552058	28202	1585816	56.23	0	1200
ML552059	21634	559451	25.86	0	853
total	395731502	13661562187	34.52	0	20350
