chrom	length	bases	mean	min	max
1	41732233	1369185182	32.81	0	22534
2	47849963	1434081929	29.97	0	26580
3	50382502	1428319161	28.35	0	17632
4	39677845	1156464931	29.15	0	19619
5	46702114	1374029543	29.42	0	16696
6	36371416	1129996479	31.07	0	21551
7	35460007	1441828613	40.66	0	27391
8	40988899	1001692271	24.44	0	18065
9	56381885	2005187729	35.56	0	19366
ML552055	47661	138440	2.90	0	32
ML552056	46909	930310	19.83	0	112
ML552057	40232	16528860	410.84	0	15354
ML552058	28202	5946511	210.85	0	4701
ML552059	21634	854730	39.51	0	841
total	395731502	12365184689	31.25	0	27391
