chrom	length	bases	mean	min	max
1	41732233	1092654069	26.18	0	19647
2	47849963	1151007498	24.05	0	27512
3	50382502	1172048598	23.26	0	14039
4	39677845	974776651	24.57	0	13670
5	46702114	1107382573	23.71	0	13469
6	36371416	876383095	24.10	0	16635
7	35460007	1118088352	31.53	0	14264
8	40988899	809418136	19.75	0	14604
9	56381885	1609458054	28.55	0	15761
ML552055	47661	139465	2.93	0	27
ML552056	46909	681917	14.54	0	76
ML552057	40232	6911623	171.79	0	2090
ML552058	28202	4274914	151.58	0	3367
ML552059	21634	3289476	152.05	0	1505
total	395731502	9926514421	25.08	0	27512
