chrom	length	bases	mean	min	max
1	41732233	1268162817	30.39	0	26545
2	47849963	1131531759	23.65	0	3064
3	50382502	1167677586	23.18	0	8016
4	39677845	932033889	23.49	0	3199
5	46702114	1173751334	25.13	0	21378
6	36371416	932331179	25.63	0	21758
7	35460007	1161867692	32.77	0	23037
8	40988899	878125232	21.42	0	8062
9	56381885	1438238789	25.51	0	9282
ML552055	47661	205958	4.32	0	51
ML552056	46909	722752	15.41	0	76
ML552057	40232	15007410	373.02	0	15940
ML552058	28202	2800353	99.30	0	1865
ML552059	21634	693311	32.05	0	844
total	395731502	10103150061	25.53	0	26545
