chrom	length	bases	mean	min	max
1	41732233	1532348501	36.72	0	35234
2	47849963	1503888546	31.43	0	25107
3	50382502	1563951211	31.04	0	25318
4	39677845	1359030731	34.25	0	27498
5	46702114	1584806562	33.93	0	37399
6	36371416	1210354915	33.28	0	29606
7	35460007	1610574316	45.42	0	27281
8	40988899	1320244919	32.21	0	26513
9	56381885	2441008588	43.29	0	28241
ML552055	47661	150533	3.16	0	71
ML552056	46909	855411	18.24	0	124
ML552057	40232	7913562	196.70	0	7569
ML552058	28202	4335458	153.73	0	3316
ML552059	21634	1033541	47.77	0	1539
total	395731502	14140496794	35.73	0	37399
