chrom	length	bases	mean	min	max
1	41732233	1687021966	40.42	0	26759
2	47849963	1797036582	37.56	0	28969
3	50382502	1694673641	33.64	0	16823
4	39677845	1458211536	36.75	0	17073
5	46702114	1708001590	36.57	0	25763
6	36371416	1443332414	39.68	0	18016
7	35460007	1556823984	43.90	0	47381
8	40988899	1295070918	31.60	0	17403
9	56381885	2464294765	43.71	0	17832
ML552055	47661	929464	19.50	0	67
ML552056	46909	1037059	22.11	0	68
ML552057	40232	7942366	197.41	0	5382
ML552058	28202	3210262	113.83	0	2202
ML552059	21634	1112327	51.42	0	1038
total	395731502	15118698874	38.20	0	47381
