chrom	length	bases	mean	min	max
1	41732233	2360156806	56.55	0	26264
2	47849963	2139077324	44.70	0	5385
3	50382502	2192079392	43.51	0	22133
4	39677845	1832573452	46.19	0	11440
5	46702114	2196295648	47.03	0	31390
6	36371416	1766089908	48.56	0	13528
7	35460007	2188224722	61.71	0	35669
8	40988899	1745358826	42.58	0	26585
9	56381885	2676466402	47.47	0	13406
ML552055	47661	164116	3.44	0	61
ML552056	46909	1879555	40.07	0	317
ML552057	40232	13956293	346.90	0	22143
ML552058	28202	5262426	186.60	0	2966
ML552059	21634	34465	1.59	0	65
total	395731502	19117619335	48.31	0	35669
