chrom	length	bases	mean	min	max
1	41732233	1018155571	24.40	0	14572
2	47849963	1089264416	22.76	0	16723
3	50382502	1047206856	20.79	0	15320
4	39677845	949955263	23.94	0	16956
5	46702114	1040236415	22.27	0	15581
6	36371416	920004180	25.29	0	19019
7	35460007	1027185257	28.97	0	27547
8	40988899	833656815	20.34	0	15710
9	56381885	1583886752	28.09	0	16458
ML552055	47661	132659	2.78	0	39
ML552056	46909	442920	9.44	0	75
ML552057	40232	3339290	83.00	0	1003
ML552058	28202	2118926	75.13	0	1620
ML552059	21634	686448	31.73	0	623
total	395731502	9516271768	24.05	0	27547
