chrom	length	bases	mean	min	max
1	41732233	2325745797	55.73	0	24142
2	47849963	2031917073	42.46	0	5711
3	50382502	2139401194	42.46	0	14295
4	39677845	1712772217	43.17	0	6580
5	46702114	2113064290	45.25	0	32637
6	36371416	1669804499	45.91	0	34805
7	35460007	2123318106	59.88	0	35850
8	40988899	1583592648	38.63	0	8179
9	56381885	2609743461	46.29	0	8354
ML552055	47661	346923	7.28	0	70
ML552056	46909	1877537	40.03	0	320
ML552057	40232	6954075	172.85	0	2711
ML552058	28202	5645260	200.17	0	3582
ML552059	21634	1172873	54.21	0	1167
total	395731502	18325355953	46.31	0	35850
