chrom	length	bases	mean	min	max
1	41732233	1315757078	31.53	0	29814
2	47849963	1294551566	27.05	0	20276
3	50382502	1307333206	25.95	0	20455
4	39677845	1150255976	28.99	0	23409
5	46702114	1340770962	28.71	0	26112
6	36371416	1132727723	31.14	0	40212
7	35460007	1250202176	35.26	0	32827
8	40988899	1070271996	26.11	0	21533
9	56381885	2023990634	35.90	0	22015
ML552055	47661	77326	1.62	0	22
ML552056	46909	867704	18.50	0	116
ML552057	40232	10972191	272.72	0	13664
ML552058	28202	2168890	76.91	0	1729
ML552059	21634	951412	43.98	0	1427
total	395731502	11900898840	30.07	0	40212
