chrom	length	bases	mean	min	max
1	41732233	889220753	21.31	0	22955
2	47849963	920188950	19.23	0	7059
3	50382502	945677944	18.77	0	9794
4	39677845	785192892	19.79	0	6645
5	46702114	935755336	20.04	0	22565
6	36371416	792572013	21.79	0	35279
7	35460007	996975571	28.12	0	22960
8	40988899	744653072	18.17	0	10912
9	56381885	1203329351	21.34	0	6377
ML552055	47661	363071	7.62	0	110
ML552056	46909	892076	19.02	0	138
ML552057	40232	3721841	92.51	0	1538
ML552058	28202	2834208	100.50	0	1731
ML552059	21634	739629	34.19	0	959
total	395731502	8222116707	20.78	0	35279
