chrom	length	bases	mean	min	max
1	41732233	2250656606	53.93	0	48289
2	47849963	2372585293	49.58	0	17913
3	50382502	2348497662	46.61	0	19551
4	39677845	1989108285	50.13	0	18358
5	46702114	2357799085	50.49	0	42079
6	36371416	1785649514	49.09	0	23985
7	35460007	2080597229	58.67	0	19940
8	40988899	1879210001	45.85	0	18117
9	56381885	3167900347	56.19	0	19487
ML552055	47661	241636	5.07	0	115
ML552056	46909	1594569	33.99	0	204
ML552057	40232	18605906	462.47	0	17192
ML552058	28202	3138570	111.29	0	2539
ML552059	21634	1785437	82.53	0	2667
total	395731502	20257370140	51.19	0	48289
