chrom	length	bases	mean	min	max
1	41732233	1360006632	32.59	0	30064
2	47849963	1413039543	29.53	0	6294
3	50382502	1444152917	28.66	0	10616
4	39677845	1216693038	30.66	0	6179
5	46702114	1455265718	31.16	0	25856
6	36371416	1164316818	32.01	0	37104
7	35460007	1319066291	37.20	0	26417
8	40988899	1157299298	28.23	0	16060
9	56381885	1832795449	32.51	0	7348
ML552055	47661	203150	4.26	0	39
ML552056	46909	899449	19.17	0	112
ML552057	40232	9823637	244.17	0	12260
ML552058	28202	2462061	87.30	0	1967
ML552059	21634	970125	44.84	0	1446
total	395731502	12376994126	31.28	0	37104
