chrom	length	bases	mean	min	max
1	41732233	1330786453	31.89	0	21606
2	47849963	1490993299	31.16	0	20448
3	50382502	1395181321	27.69	0	10017
4	39677845	1157823073	29.18	0	6187
5	46702114	1422693867	30.46	0	32356
6	36371416	1040258046	28.60	0	17600
7	35460007	1503040098	42.39	0	30997
8	40988899	1115976532	27.23	0	9658
9	56381885	1784615520	31.65	0	8522
ML552055	47661	343407	7.21	0	76
ML552056	46909	740167	15.78	0	90
ML552057	40232	5011827	124.57	0	2084
ML552058	28202	3888825	137.89	0	2123
ML552059	21634	853010	39.43	0	1113
total	395731502	12252205445	30.96	0	32356
