chrom	length	bases	mean	min	max
1	41732233	747830480	17.92	0	27277
2	47849963	779924374	16.30	0	14313
3	50382502	769856371	15.28	0	13023
4	39677845	696060429	17.54	0	13117
5	46702114	756007191	16.19	0	13109
6	36371416	679994628	18.70	0	15729
7	35460007	730720369	20.61	0	21154
8	40988899	614549405	14.99	0	13379
9	56381885	1193965362	21.18	0	15024
ML552055	47661	53775	1.13	0	19
ML552056	46909	684006	14.58	0	146
ML552057	40232	14649749	364.13	0	16864
ML552058	28202	1794397	63.63	0	1426
ML552059	21634	736502	34.04	0	705
total	395731502	6986827038	17.66	0	27277
