chrom	length	bases	mean	min	max
1	41732233	2003268453	48.00	0	33723
2	47849963	1939109056	40.52	0	13544
3	50382502	1911734534	37.94	0	15101
4	39677845	1568815096	39.54	0	5972
5	46702114	1940920094	41.56	0	32946
6	36371416	1411111903	38.80	0	11032
7	35460007	2064633696	58.22	0	26455
8	40988899	1473395844	35.95	0	9784
9	56381885	2392246916	42.43	0	15642
ML552055	47661	334481	7.02	0	84
ML552056	46909	1326904	28.29	0	140
ML552057	40232	14673176	364.71	0	8749
ML552058	28202	7518998	266.61	0	4659
ML552059	21634	1134518	52.44	0	1414
total	395731502	16730223669	42.28	0	33723
