chrom	length	bases	mean	min	max
1	41732233	1972681842	47.27	0	22949
2	47849963	2113900368	44.18	0	7980
3	50382502	2119102557	42.06	0	8494
4	39677845	1695431999	42.73	0	7831
5	46702114	2168484267	46.43	0	20304
6	36371416	1623298535	44.63	0	25574
7	35460007	1776000796	50.08	0	20073
8	40988899	1627620732	39.71	0	12575
9	56381885	2734499539	48.50	0	8948
ML552055	47661	195935	4.11	0	57
ML552056	46909	2302545	49.09	0	522
ML552057	40232	2848271	70.80	0	1217
ML552058	28202	1924364	68.24	0	1316
ML552059	21634	581375	26.87	0	826
total	395731502	17838873125	45.08	0	25574
