chrom	length	bases	mean	min	max
1	41732233	1639793691	39.29	0	25652
2	47849963	1504842137	31.45	0	10432
3	50382502	1473155912	29.24	0	6121
4	39677845	1230587266	31.01	0	3989
5	46702114	1529369212	32.75	0	28795
6	36371416	1112417044	30.58	0	13870
7	35460007	1610311615	45.41	0	19513
8	40988899	1150374147	28.07	0	9465
9	56381885	1853911757	32.88	0	11426
ML552055	47661	198438	4.16	0	44
ML552056	46909	668638	14.25	0	116
ML552057	40232	5298051	131.69	0	7372
ML552058	28202	6392677	226.67	0	3197
ML552059	21634	92597	4.28	0	229
total	395731502	13117413182	33.15	0	28795
