chrom	length	bases	mean	min	max
1	41732233	1510864922	36.20	0	21744
2	47849963	1605959962	33.56	0	6105
3	50382502	1592521279	31.61	0	8678
4	39677845	1305321549	32.90	0	6054
5	46702114	1615690279	34.60	0	19488
6	36371416	1240224220	34.10	0	29703
7	35460007	1374986309	38.78	0	19380
8	40988899	1297599866	31.66	0	14010
9	56381885	2070574739	36.72	0	7479
ML552055	47661	107040	2.25	0	28
ML552056	46909	1426069	30.40	0	309
ML552057	40232	2777086	69.03	0	1278
ML552058	28202	1684482	59.73	0	1286
ML552059	21634	620527	28.68	0	964
total	395731502	13620358329	34.42	0	29703
