chrom	length	bases	mean	min	max
1	41732233	986586572	23.64	0	22900
2	47849963	1006833519	21.04	0	10349
3	50382502	1020633938	20.26	0	11469
4	39677845	869451146	21.91	0	10785
5	46702114	1035101487	22.16	0	16726
6	36371416	828245980	22.77	0	23766
7	35460007	971642422	27.40	0	11391
8	40988899	849412034	20.72	0	13708
9	56381885	1469561515	26.06	0	12607
ML552055	47661	63636	1.34	0	24
ML552056	46909	892272	19.02	0	153
ML552057	40232	5435608	135.11	0	2961
ML552058	28202	2582721	91.58	0	1858
ML552059	21634	666122	30.79	0	944
total	395731502	9047108972	22.86	0	23766
