chrom	length	bases	mean	min	max
1	41732233	1312182028	31.44	0	23026
2	47849963	1352342066	28.26	0	21864
3	50382502	1299112598	25.78	0	12034
4	39677845	1040167816	26.22	0	3586
5	46702114	1293377781	27.69	0	22796
6	36371416	964086942	26.51	0	15921
7	35460007	1274115068	35.93	0	33043
8	40988899	1063160104	25.94	0	11657
9	56381885	1598008867	28.34	0	7436
ML552055	47661	163414	3.43	0	37
ML552056	46909	1248630	26.62	0	209
ML552057	40232	5031912	125.07	0	2051
ML552058	28202	2321283	82.31	0	1253
ML552059	21634	887877	41.04	0	1124
total	395731502	11206206386	28.32	0	33043
