chrom	length	bases	mean	min	max
1	41732233	2155075151	51.64	0	17765
2	47849963	2004796892	41.90	0	6574
3	50382502	1977176917	39.24	0	15262
4	39677845	1659031468	41.81	0	5140
5	46702114	2075975046	44.45	0	29219
6	36371416	1574143863	43.28	0	24720
7	35460007	2129972511	60.07	0	33942
8	40988899	1544869470	37.69	0	12872
9	56381885	2481352002	44.01	0	8299
ML552055	47661	282005	5.92	0	53
ML552056	46909	1804039	38.46	0	287
ML552057	40232	7048759	175.20	0	2719
ML552058	28202	7282960	258.24	0	5164
ML552059	21634	1187696	54.90	0	950
total	395731502	17619998779	44.53	0	33942
