chrom	length	bases	mean	min	max
1	41732233	1010905488	24.22	0	26825
2	47849963	1106426477	23.12	0	17986
3	50382502	1050693207	20.85	0	15879
4	39677845	911217907	22.97	0	16245
5	46702114	1116548739	23.91	0	25086
6	36371416	832972601	22.90	0	18763
7	35460007	1035607471	29.20	0	29829
8	40988899	820237207	20.01	0	16425
9	56381885	1614925077	28.64	0	18317
ML552055	47661	400684	8.41	0	111
ML552056	46909	676467	14.42	0	70
ML552057	40232	7363141	183.02	0	12955
ML552058	28202	2308364	81.85	0	1757
ML552059	21634	798292	36.90	0	1121
total	395731502	9511081122	24.03	0	29829
