chrom	length	bases	mean	min	max
1	41732233	1381734727	33.11	0	24840
2	47849963	1504824101	31.45	0	29492
3	50382502	1399432894	27.78	0	19982
4	39677845	1217704733	30.69	0	19130
5	46702114	1434235648	30.71	0	19924
6	36371416	1195533752	32.87	0	23395
7	35460007	1370427597	38.65	0	27119
8	40988899	1080335234	26.36	0	21112
9	56381885	2140490921	37.96	0	22948
ML552055	47661	60047	1.26	0	20
ML552056	46909	909179	19.38	0	114
ML552057	40232	9203905	228.77	0	9296
ML552058	28202	4401090	156.06	0	3390
ML552059	21634	1038927	48.02	0	976
total	395731502	12740332755	32.19	0	29492
