chrom	length	bases	mean	min	max
1	41732233	2273393592	54.48	0	36535
2	47849963	2279185006	47.63	0	4974
3	50382502	2355769223	46.76	0	13181
4	39677845	1854388476	46.74	0	3581
5	46702114	2327136581	49.83	0	47088
6	36371416	1710576989	47.03	0	15815
7	35460007	2108237371	59.45	0	29385
8	40988899	1782622109	43.49	0	14206
9	56381885	2741233524	48.62	0	12784
ML552055	47661	580045	12.17	0	147
ML552056	46909	2120075	45.20	0	351
ML552057	40232	17802190	442.49	0	10337
ML552058	28202	5090773	180.51	0	2624
ML552059	21634	1605371	74.21	0	2019
total	395731502	19459741325	49.17	0	47088
