chrom	length	bases	mean	min	max
1	41732233	1035107443	24.80	0	19673
2	47849963	1050572012	21.96	0	7670
3	50382502	1048200805	20.80	0	8031
4	39677845	866711342	21.84	0	8196
5	46702114	1070081323	22.91	0	17699
6	36371416	833461438	22.92	0	16184
7	35460007	971174868	27.39	0	25773
8	40988899	849966570	20.74	0	8386
9	56381885	1441026106	25.56	0	9365
ML552055	47661	83399	1.75	0	32
ML552056	46909	732281	15.61	0	118
ML552057	40232	5625383	139.82	0	6801
ML552058	28202	1607432	57.00	0	1211
ML552059	21634	500465	23.13	0	719
total	395731502	9174850867	23.18	0	25773
