chrom	length	bases	mean	min	max
1	41732233	1625726511	38.96	0	31822
2	47849963	1617516325	33.80	0	22305
3	50382502	1655279315	32.85	0	22515
4	39677845	1434668038	36.16	0	21965
5	46702114	1671571693	35.79	0	28972
6	36371416	1355043486	37.26	0	24288
7	35460007	1553326949	43.81	0	39221
8	40988899	1348827774	32.91	0	23167
9	56381885	2470500534	43.82	0	24320
ML552055	47661	113039	2.37	0	41
ML552056	46909	1469896	31.34	0	289
ML552057	40232	4994852	124.15	0	2227
ML552058	28202	2659010	94.28	0	1983
ML552059	21634	1088510	50.31	0	1631
total	395731502	14742785932	37.25	0	39221
